Field,Description,Type,Coverage,Users,Alphas
probability_third_quantile_one_day_bucket_zero_12,"Probability that the next-day return falls in the third quantile, bucket zero.",MATRIX,96%,0,0
probability_third_quantile_one_day_bucket_zero_13,"Probability that a stock is in the third quantile for one-day return, bucket zero.",MATRIX,96%,0,0
probability_third_quantile_one_day_bucket_zero_3,"Probability that the 1-day return falls in the third quantile, bucket 0.",MATRIX,95%,0,0
probability_third_quantile_one_day_bucket_zero_4,"Probability that the 1-day return falls in the third quantile, bucket 0.",MATRIX,100%,0,0
probability_third_quantile_ten_day_bucket_one,"Probability that the stock is in the third quantile for ten-day return, specifically for label one.",MATRIX,96%,0,0
probability_third_quantile_ten_day_bucket_one_11,"Probability that the ten-day return falls in the third quantile, bucket one.",MATRIX,95%,0,0
probability_third_quantile_ten_day_bucket_one_13,"Probability that a stock is in the third quantile for ten-day return, bucket one.",MATRIX,96%,0,0
probability_third_quantile_ten_day_bucket_one_14,"Probability that a stock is in the third quantile for ten-day return, bucket one.",MATRIX,96%,0,0
probability_third_quantile_ten_day_bucket_one_3,"Probability that the 10-day return falls in the third quantile, bucket 1.",MATRIX,95%,0,0
probability_third_quantile_ten_day_bucket_one_4,"Probability that the 10-day return falls in the third quantile, bucket 1.",MATRIX,96%,1,1
probability_third_quantile_ten_day_bucket_one_5,"Probability that the 10-day return falls in the third quantile, bucket 1.",MATRIX,96%,0,0
probability_third_quantile_ten_day_bucket_two,"Probability that the stock is in the third quantile for ten-day return, specifically for label two.",MATRIX,96%,0,0
probability_third_quantile_ten_day_bucket_two_11,"Probability that the ten-day return falls in the third quantile, bucket two.",MATRIX,95%,0,0
probability_third_quantile_ten_day_bucket_two_13,"Model-assigned probability for a stock being in the third quantile for ten-day return, bucket two.",MATRIX,96%,0,0
probability_third_quantile_ten_day_bucket_two_14,"Probability that a stock is in the third quantile for ten-day return, bucket two.",MATRIX,96%,1,1
probability_third_quantile_ten_day_bucket_two_2,"Probability that the stock is in the third quantile for ten-day return, specifically for label two (alternate version).",MATRIX,95%,0,0
probability_third_quantile_ten_day_bucket_two_3,"Probability that the 10-day return falls in the third quantile, bucket 2.",MATRIX,100%,1,1
probability_third_quantile_ten_day_bucket_zero,"Probability that the stock is in the third quantile for ten-day return, specifically for label zero.",MATRIX,96%,0,0
probability_third_quantile_ten_day_bucket_zero_11,"Probability that the ten-day return falls in the third quantile, bucket zero.",MATRIX,95%,0,0
probability_third_quantile_ten_day_bucket_zero_12,"Probability that the ten-day return falls in the third quantile, bucket zero.",MATRIX,96%,0,0
probability_third_quantile_ten_day_bucket_zero_14,"Probability that a stock is in the third quantile for ten-day return, bucket zero.",MATRIX,96%,0,0
probability_third_quantile_ten_day_bucket_zero_2,"Probability that the stock is in the third quantile for ten-day return, specifically for label zero (alternate version).",MATRIX,100%,0,0
probability_third_quantile_ten_day_bucket_zero_3,"Probability that the 10-day return falls in the third quantile, bucket 0.",MATRIX,96%,0,0
probability_third_quantile_ten_day_bucket_zero_7,"Probability that the ten-day return falls in the third quantile, bucket zero.",MATRIX,96%,0,0
